@RELATION expat-generated-output
@ATTRIBUTE "sentence" STRING
@ATTRIBUTE "geosig" NUMERIC
@ATTRIBUTE "spatial" NUMERIC
@ATTRIBUTE "geospatial" NUMERIC
@ATTRIBUTE "abstracted" STRING
@ATTRIBUTE "sverb qual geoentity simple" NUMERIC
@ATTRIBUTE "sverb qual geoentity" NUMERIC
@ATTRIBUTE "sverb qual rel geoentity complex" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-1" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-2" NUMERIC
@ATTRIBUTE "sverb to dir" NUMERIC
@ATTRIBUTE "svs lcs rel geo-entity" NUMERIC
@ATTRIBUTE "svs lcs rel non-geo-entity" NUMERIC
@ATTRIBUTE "svs nn geonoun" NUMERIC
@ATTRIBUTE "svs geonoun" NUMERIC
@ATTRIBUTE "svs geonoun dir" NUMERIC
@ATTRIBUTE "svs noun noun" NUMERIC
@ATTRIBUTE "lcs" NUMERIC
@ATTRIBUTE "spatialverb" NUMERIC
@ATTRIBUTE "noun" NUMERIC
@ATTRIBUTE "dir" NUMERIC
@ATTRIBUTE "qtf" NUMERIC
@ATTRIBUTE "person" NUMERIC
@ATTRIBUTE "location" NUMERIC
@ATTRIBUTE "misc" NUMERIC
@ATTRIBUTE "org" NUMERIC
@ATTRIBUTE "gnn" NUMERIC
@DATA
"He tried to sound bold and cheerful, but he did not feel at all sure how the game was going to end, whether Gollum guessed right or not.",0,0,0,"He tried to sound bold and cheerful , but he did not feel at all sure how NOUN SVB to end , whether LOCATION guessed DIR or not .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"“May the wind under your wings bear you where the sun sails and the moon walks”, answered Gandalf, who knew the correct reply.",0,0,0,"`` May NOUN under NOUN bear you where NOUN NOUN SVB '' , answered ORG , who knew NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0
"But as that comes in at the end of this tale we will say no more about it just now.",0,0,0,"But as that SVB in at LCS of NOUN we will say no more about it just now .",0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"When they had dried in the sun, which was now strong and warm, they were refreshed, if still sore and a little hungry.",0,0,0,"When they had dried in NOUN which was now strong and warm , they were refreshed , if still sore and a little hungry .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Straight through the forest is your way now.",1,1,1,"NOUN through GNN is NOUN now .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
"But you wouldn't get a safe path even then.",0,0,0,"But you would n't GNN even then .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Now began the most dangerous part of all the journey.",0,0,0,"SVB the most LCS of NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"“Good-bye then, and really good-bye” said Gandalf, and he turned his horse and rode down into the West.",1,1,1,"NOUN then , and really NOUN '' said PERSON , and he turned NOUN SVB into NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
"They walked in single file.",0,0,0,"They SVB in NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"The path itself was narrow and wound in and out among the trunks.",1,1,1,"GNN itself was narrow NOUN among GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
"There were black squirrels in the wood.",1,1,1,"There were NOUN in GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"It then became pitch dark - not what you call pitch dark, but really pitch: so black that you really could see nothing.",0,0,0,"It then became NOUN dark - not what you call NOUN dark , but really NOUN : so black that you really could see NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Although it was not yet very cold, they tried lighting watch-fires at night, but they soon gave that up.",0,0,0,"Although it was not yet very cold , they tried lighting NOUN at night , but they soon gave that up .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"They could not stand that, nor the huge bats, black as a top-hat, either; so they gave up fires and sat at night and dozed in the enormous uncanny darkness.",0,0,0,"They SVB that , nor NOUN as NOUN either ; so they gave up fires and SVB at night and dozed in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"The great bunch seemed very heavy to his arms, and his heart was often in his mouth, in spite of his ring, for he could not prevent the keys from making every now and then a loud clink and clank, which put him all in a tremble.",0,0,0,"NOUN seemed very heavy to NOUN his LCS was often in GNN in NOUN of NOUN for he could not NOUN from making every now and then NOUN which put him all in NOUN",0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,1
"All of us must escape or none, and this is our last chance.",0,0,0,"All of us SVB or QTF , and this is NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Bilbo struggled but he could not move it.",0,0,0,"PERSON struggled but he SVB it .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Soren Sorenson was the next to jump from the diving board.",0,0,0,"PERSON was the next to jump from NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Soren Sorenson thought the old house was next to the river, but not near the lake.",1,1,1,"PERSON thought GNN was next to GNN not near GNN",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
"Soren Sorenson said the next thing that came to mind was the diving board.",0,0,0,"PERSON said NOUN that SVB to mind was NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"Ivan Ivanovich's tale begins with The next best meal is bought from the Burger Town.",1,0,0,"PERSON 's NOUN SVB with NOUN is bought from ORG .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0
"Ramirez, secure the Burger Town!",1,0,0,"PERSON , secure NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Our boys have got knocked about a lot lately.",0,0,0,"NOUN have got knocked about GNN lately .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"We have some tough fighting in front of us yet here.",0,0,0,"We have NOUN in LCS of us yet here .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Lots of tanks passing us for the front.",1,1,1,"GNN of NOUN SVB us for LCS .",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"The heads have plans for giving us intense training, what for, we don't know.",0,0,0,"LCS have NOUN for giving us NOUN what for , we do n't know .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"Big mail in but none for me.",0,0,0,"NOUN QTF for me .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"People from Sora followed us to this place, as we fed them away back, & they have no food.",1,1,1,"NOUN from PERSON SVB us to NOUN as we fed them away LCS , & they have NOUN",0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0
"Shifted up a few more miles towards Faenza.",1,1,1,"SVB NOUN towards PERSON .",0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"Big barrage going on all night, could not get to sleep for the noise.",0,0,0,"NOUN SVB on all night , could not get to sleep for NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"Went north through the big town of Forli.",1,1,1,"SVB through GNN of LOCATION .",0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1
"Things look brighter all the time, if the weather keeps right we might do it before Christmas, but it will be touch and go.",0,0,0,"NOUN look brighter NOUN , if NOUN keeps right we might do it before Christmas , but it will be NOUN and go .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Missed truck back to rest camp and stayed overnight in the big city.",1,1,1,"LCS to GNN and SVB overnight in GNN",0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2
"This was all the information Oliver could obtain about the picture at the time.",0,0,0,"This was NOUN Oliver could obtain about NOUN at the time .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"After tea she began to teach Oliver cribbage: which he learned as quickly as she could teach.",0,0,0,"After NOUN she SVB to teach PERSON NOUN : which he learned as quickly as she could teach .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"Thus encouraged, Oliver tapped at the study door.",0,0,0,"Thus encouraged , PERSON tapped at NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"They were sad rags, to tell the truth; and Oliver had never had a new suit before.",0,0,0,"They were NOUN to tell NOUN PERSON had never NOUN before .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"That was lost on Sikes, who was stooping at the moment to tie the boot-lace which the dog had torn.",0,0,0,"That was lost on PERSON , who was stooping at NOUN to tie NOUN which NOUN had torn .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"He retired; and presently returned, ushering in Nancy; who was decorated with the bonnet, apron, basket, and street door key, complete.",0,0,0,"He SVB ; and presently returned , ushering in PERSON ; who was decorated with GNN NOUN NOUN",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1
"Having disposed of these evil-minded persons for the night, Mr. Bumble set himself down in the house at which the coach stopped; and took a temperate dinner of steaks, oyster sauce, and Porter.",1,1,1,"Having disposed of GNN for NOUN PERSON set himself down in GNN at which GNN SVB ; and took NOUN of NOUN , NOUN NOUN",0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,1,0,0,0,3
"By the time they had turned into the Bethnal Green Road, the day had fairly begun to break.",1,1,1,"By NOUN they had turned into LOCATION , the day SVB to break .",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"He nodded, twice or thrice, to a passing friend.",0,1,0,"He nodded , twice or thrice , to a passing NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"‘Why, that would not be an extraordinary thing, under the circumstances,’ replied the doctor; ‘though I don't think he is. Have you seen this thief?‘",0,0,0,"` Why , that would not be NOUN under NOUN replied the doctor ; ` though I do n't think he is .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Why, what evil wind has blowed you here?",0,0,0,"Why , NOUN has blowed you here ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The man ran up the stairs.",1,1,1,"NOUN SVB GNN",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Thus, they had toiled along the dusty road, taking little heed of any object within sight, except when they stepped aside to allow a wider passage for the mail-coaches which were whirling out of town until they passed through Highgate archway; when the foremost traveler stopped and called impatiently to his companion.",1,1,1,"Thus , they had toiled along GNN of NOUN within NOUN , except when they SVB to allow NOUN for NOUN which were whirling out of GNN until they SVB through LOCATION NOUN ; when NOUN SVB and called impatiently to his companion .",0,0,1,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,1,0,0,2
"It was Sunday night, and the bell of the nearest church struck the hour.",1,1,1,"It was Sunday night , and NOUN of GNN the hour .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"‘Well, you needn't be so cross’, said his companion.",0,0,0,"` Well , you need n't be so cross ' , said his companion .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It's very easy for the bedroom to become a clutter zone.",0,0,0,"It 's very easy for NOUN to become NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"These days, everyone is flat out and on the go.",0,0,0,"NOUN is flat out and on NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"The last thing you want to do at the end of the day is clean the house.",0,0,0,"NOUN you want to do at LCS of the day is clean GNN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"It's for people who want a clean house but are time-poor.",0,0,0,"It 's for NOUN who want GNN are time-poor .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"The best news is that with some organisation and 15 minutes a day, you can transform your cleaning routine!",0,0,0,"NOUN is that with NOUN 15 minutes a day , you can transform NOUN routine !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Many people have assisted in the creation of this book.",0,0,0,"NOUN have assisted in NOUN of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Thanks to James Valentine from 702 ABC Sydney for allowing it to begin.",0,0,0,"NOUN to PERSON from QTF ORG LOCATION for allowing it to begin .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
"That's all the time it will take to speedclean a room in a house.",0,1,0,"That 's NOUN it will take to speedclean NOUN in GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
"Well, there may be some initial changes you'll have to make before you reach top speed, but once you do, you too could become a lean, mean, speedcleaning machine!",0,0,0,"Well , there may be NOUN you 'll have to make before you SVB LCS NOUN , but once you do , you too could become a lean , mean , speedcleaning GNN !",1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1
"The best way to work out where to keep things is to start with some graph paper, a tape measure, a pencil, scissors, and plain paper.",0,0,0,"NOUN to work out where to keep NOUN is to SVB with NOUN , NOUN , NOUN plain NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
"No matter what the item is, everything - from sticky tape to DVDs - needs to have a designated spot.",0,0,0,"NOUN what NOUN is NOUN from NOUN to NOUN NOUN to have a designated NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"When your work out your floor plan, take into account the breezeways in each room.",0,1,0,"When GNN out GNN NOUN , take into NOUN NOUN in NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2
"They will be different for each house and each room.",0,0,0,"They will be different for GNN NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"To determine a breezeway, light a candle and see in which direction the flame blows.",0,0,0,"To determine NOUN NOUN see in which NOUN NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Just focus on the areas that your guests will see.",0,0,0,"SVB on GNN that NOUN will see .",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Linen cupboards can be located in various spots in a house.",0,1,0,"NOUN SVB in NOUN in GNN",0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1
"The linen cupboard should be sorted by having items most used at eye level, those least used at higher levels, and items for children, such as towels, on lower levels.",0,1,0,"NOUN should be sorted by having NOUN most used at NOUN , those least used at NOUN for NOUN , such as NOUN , on NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Then dust the walls with a broom covered in an old t-shirt.",0,0,0,"Then NOUN GNN with NOUN covered in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"Dining areas are incredibly diverse, ranging from the formal to the chaotic.",0,0,0,"NOUN GNN are incredibly diverse , SVB from the formal to the chaotic .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Try not to use water near French polish because it will whiten the surface.",0,1,0,"Try not to GNN near French polish because it will whiten LCS .",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"Wedge a metal comb underneath the wax and put a paper towel on top of the wax, then use a hair-dryer over it.",0,1,0,"Wedge NOUN underneath NOUN put NOUN on GNN of NOUN then use NOUN over it .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1
"Clean them with a damp cloth.",0,0,0,"Clean them with NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Every home should have a study or an office, even if it's just a chair and a cupboard.",0,0,0,"GNN should have NOUN GNN even if it 's just NOUN NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
"I've developed a method for cleaning the bathroom that is super speedy, but slightly unusual.",0,0,0,"I 've developed NOUN for cleaning NOUN that is super speedy , but slightly unusual .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Remove anything that doesn't belong in your bathroom with your clutter bucket.",0,0,0,"Remove NOUN that does n't belong in NOUN with NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Any scrap of food, whether you see it or not, will attract bugs.",0,0,0,"NOUN of NOUN , whether you see it or not , SVB NOUN .",0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"Check the inside of the microwave.",0,1,0,"Check NOUN of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"It's also a sporting field, construction site, a playground for children, a chill-out zone.",0,0,0,"It 's also GNN , GNN for NOUN , GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"Most obviously, it's an area that is vulnerable to changes in the weather",0,0,0,"Most obviously , it 's GNN that is vulnerable to NOUN in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"A yard always looks tidier if the grass is clipped.",0,0,0,"GNN always looks tidier if GNN is clipped .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"If your children are able to hold their own food, they're old enough to wait until the end of the journey before eating.",0,0,0,"If NOUN are able to SVB NOUN they 're old enough to wait until LCS of NOUN before eating .",0,1,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0
"They can see a film.",0,0,0,"They can see NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Work out what the stain is made of.",0,0,0,"GNN out what the stain is made of .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Never spot clean stains on your carpet withing four weeks of it being steam cleaned.",0,1,0,"NOUN on NOUN withing QTF weeks of it being NOUN cleaned .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"Use the recommended washing temperature.",0,0,0,"Use the recommended washing NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Remake the bed with nice fresh sheets, which is like a full stop for the room.",0,0,0,"Remake NOUN with GNN which is like GNN for NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2
"My mother is a fish.",0,0,0,"NOUN is NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"It is looking out at the road now, because it can wait.",0,0,0,"It is looking out at GNN now , because it can wait .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"They were setting in the wagon at the end of the levee.",1,1,1,"They were setting in NOUN at LCS of GNN",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"He was looking at it like he had believed all the time that folks had been lying to him about it being gone, but like he was hoping all the time it really was.",0,0,0,"He was looking at it like he had believed NOUN that NOUN SVB to him about it SVB , but like he was hoping NOUN it really was .",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"The river itself is not a hundred yards across, and pa and Vernon and Vardaman and Dewey Dell are the only things in sight not of that single monotony of desolation leaning with that terrific quality a little from right to left, as though we had reached the place where the motion of the wasted world accelerates just before the final precipice.",1,0,0,"GNN itself is QTF GNN across GNN PERSON and ORG are NOUN in NOUN not of NOUN of NOUN leaning with NOUN a little from DIR to left , as though we SVB NOUN where NOUN of GNN accelerates just before NOUN",0,1,0,1,0,0,0,0,2,2,0,0,0,1,8,1,1,1,0,0,1,4
"Cash turns back into the wagon.",0,1,0,"NOUN LCS into NOUN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"At last the trees open; against the open river Jewel sits the horse, half turned, it belly-deep now.",0,0,0,"At last GNN against GNN NOUN SVB NOUN turned , it belly-deep now .",0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2
"The log suddenly appears between two hills, as if it had rocketed suddenly from the bottom of the river.",1,1,1,"NOUN SVB between QTF GNN , as if it had rocketed suddenly from LCS of GNN",0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2
"I happened to look up, saw her outside the window, looking in.",0,0,0,"I happened to look up , saw her outside NOUN looking in .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Darl and Jewel and Dewey Dell and I are walking up the hill behind the wagon.",1,1,1,"NOUN PERSON and I SVB GNN behind NOUN",1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1
"He waded out across the drifted fields.",1,1,1,"He waded out across GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"The drainpipe ran down the corner of the porch.",0,1,0,"NOUN SVB LCS of NOUN",1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
"He'd thought to find some place in the road where the snow had melted off completely but then he thought that since their tracks would not reappear on the far side it would be no help.",1,1,1,"He 'd thought to SVB NOUN in GNN where NOUN had melted off completely but then he thought that since GNN would not reappear on GNN it would be NOUN",0,1,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,3
"The site they picked was simply the highest ground they came to and it gave views north along the road and overlooked their backtrack.",1,1,1,"GNN they picked was simply GNN they SVB to and it gave NOUN north along GNN NOUN",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3
"Within the hour two men came down the road almost at a lope.",1,1,1,"Within QTF NOUN SVB GNN almost at NOUN",1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1
"They had no food and little sleep in five days and in this condition on the outskirts of a small town they came upon a once grand house sited on a rise above the road.",1,1,1,"They had NOUN in QTF days and in NOUN on NOUN of GNN they SVB upon a once GNN sited on GNN above GNN",0,0,0,0,0,0,0,0,2,3,0,0,0,1,3,0,1,0,0,0,0,4
"The snow was largely melted on the macadam and in the southfacing fields and woods.",1,1,1,"NOUN was largely melted on NOUN in GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1
"A gravel drive that curved up through a field of dead grass.",1,1,1,"GNN that SVB through GNN of GNN",0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3
"They approached slowly up the drive.",1,1,1,"They SVB up GNN",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"They tore through the house to the front door and down the steps.",1,1,1,"They tore through GNN to LCS down GNN",0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2
"Half way down the drive he dragged the boy into the field.",1,1,1,"NOUN down GNN he dragged NOUN into GNN",0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2
"He looked back.",0,0,0,"He LCS .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"At the bottom of the field they crashed through a stand of dead cane and out into the road and crossed into the woods on the far side.",1,1,1,"At LCS of GNN they SVB through NOUN of NOUN out into GNN into GNN on GNN",0,0,0,1,0,0,1,0,2,4,0,0,1,1,2,0,0,0,0,0,0,4
"He started down the rough wooden steps.",1,1,1,"He SVB GNN",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Coming across the field toward the house were four bearded men and two women.",1,1,1,"SVB across GNN toward GNN were QTF NOUN QTF NOUN",0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,2,0,0,0,0,2
"He pushed the boy up the stairs.",1,1,1,"He SVB NOUN up GNN",0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"He grabbed the boy by the hand",0,0,0,"He grabbed NOUN by NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"In the floor of this room was a door or hatch and it was locked with a large padlock made of stacked steel plates.",0,1,0,"In GNN of NOUN was NOUN it was locked with NOUN made of stacked NOUN .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1
"The boy pulled at his hand.",0,0,0,"NOUN pulled at NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"It swung slowly in on its great brass hinges.",0,0,0,"It swung slowly in on NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"They stood listening.",0,0,0,"They SVB listening .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"He squatted on his heels and picked one up and smelled it and put it back.",0,0,0,"He squatted on NOUN picked QTF up and smelled it and put it LCS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"He followed the man back and forth across the lawn while he carried the plastic jugs of water to the bathroom at the rear of the house.",1,1,1,"He SVB the LCS across NOUN while he carried NOUN of GNN to NOUN at LCS of GNN",0,0,0,0,0,0,1,0,1,2,0,0,2,1,3,0,0,0,0,0,0,2
"It took a long time but he wanted it to be good and warm.",0,0,0,"It took NOUN he wanted it to be good and warm .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"They sat on the cot with a checkerboard between them, wearing new sweaters and socks and swaddled in the new blankets.",0,1,0,"They SVB on NOUN with NOUN between them , wearing NOUN swaddled in NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"He shaped the ends with a knife and sanded them smooth with salt and stained them with soot until they were the color of lead.",0,0,0,"He shaped LCS with NOUN sanded them smooth with NOUN and stained them with NOUN until they were NOUN of NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
"There was a market at the end of the street and in one of the aisles piled with empty boxes were three metal grocery carts.",1,1,1,"There was GNN at LCS of GNN in QTF of NOUN piled with NOUN were QTF NOUN .",0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,2,0,0,0,0,2
"We could take two of them, the boy said.",0,0,0,"We could take QTF of them , NOUN said .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Ham and green beans and mashed potatoes with biscuits and gravy.",0,0,0,"NOUN and green NOUN and mashed NOUN with NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"It made him dizzy before he'd even finished it and he drank no more.",0,0,0,"It made him dizzy before he SVB it and he drank no more .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"They ate peaches and cream over biscuits for dessert and drank coffee.",0,0,0,"They ate NOUN over NOUN for NOUN and drank NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Then they played checkers and then he put the boy to bed.",0,0,0,"Then they played NOUN and then he put NOUN to NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
